	PDB	Experimental Method	Resolution	Uniprot	Coverage	Length	Coverage (%)	Chain
316	2PCB	X-ray diffraction	2.8	P00431	294	361.0	81.4404432132964	['A', 'C']
317	2PCB	X-ray diffraction	2.8	P00004	104	105.0	99.04761904761904	['B']
318	2PCC	X-ray diffraction	2.3	P00431	294	361.0	81.4404432132964	['A', 'C']
319	2PCC	X-ray diffraction	2.3	P00044	108	109.0	99.08256880733946	['B', 'D']
320	2B12	X-ray diffraction	3.02	P00431	294	361.0	81.4404432132964	['A']
321	2B12	X-ray diffraction	3.02	P00044	108	109.0	99.08256880733946	['B']
322	2B11	X-ray diffraction	2.3	P00431	294	361.0	81.4404432132964	['A', 'C']
323	2B11	X-ray diffraction	2.3	P00044	108	109.0	99.08256880733946	['B', 'D']
324	2B10	X-ray diffraction	2.8	P00431	294	361.0	81.4404432132964	['A', 'C']
325	2B10	X-ray diffraction	2.8	P00044	108	109.0	99.08256880733946	['B', 'D']
326	2B0Z	X-ray diffraction	2.7	P00431	294	361.0	81.4404432132964	['A']
327	2B0Z	X-ray diffraction	2.7	P00044	108	109.0	99.08256880733946	['B']
328	2HLE	X-ray diffraction	2.05	P54760	180	987.0	18.237082066869306	['A']
329	2HLE	X-ray diffraction	2.05	P52799	138	333.0	41.44144144144144	['B']
330	1AK4	X-ray diffraction	2.36	P62937	165	165.0	100.0	['A', 'B']
331	1AK4	X-ray diffraction	2.36	P12497	145	1435.0	10.104529616724738	['C', 'D']
332	1SIB	X-ray diffraction	2.4	P00782	275	382.0	71.98952879581152	['E']
333	1SIB	X-ray diffraction	2.4	P01051	70	70.0	100.0	['I']
334	1CSE	X-ray diffraction	1.2	P00780	274	379.0	72.29551451187335	['E']
335	1CSE	X-ray diffraction	1.2	P01051	70	70.0	100.0	['I']
336	2NU2	X-ray diffraction	1.65	P00777	185	299.0	61.87290969899666	['E']
337	2NU2	X-ray diffraction	1.65	P68390	51	185.0	27.56756756756757	['I']
338	1CHO	X-ray diffraction	1.8	P00766	131	245.0	53.46938775510204	['E', 'F', 'G']
339	1CHO	X-ray diffraction	1.8	P68390	56	185.0	30.270270270270277	['I']
340	1PPF	X-ray diffraction	1.8	P08246	218	267.0	81.64794007490637	['E']
341	1PPF	X-ray diffraction	1.8	P68390	56	185.0	30.270270270270277	['I']
342	1R0R	X-ray diffraction	1.1	P00780	274	379.0	72.29551451187335	['E']
343	1R0R	X-ray diffraction	1.1	P68390	51	185.0	27.56756756756757	['I']
344	3SGB	X-ray diffraction	1.8	P00777	185	299.0	61.87290969899666	['E']
345	3SGB	X-ray diffraction	1.8	P68390	56	185.0	30.270270270270277	['I']
346	1SMF	X-ray diffraction	2.1	P00760	223	246.0	90.65040650406505	['E']
347	1SMF	X-ray diffraction	2.1	P01062	22	72.0	30.55555555555556	['I']
348	1FY8	X-ray diffraction	1.7	P00763	231	246.0	93.90243902439023	['E']
349	1FY8	X-ray diffraction	1.7	P00974	58	100.0	57.99999999999999	['I']
350	3TGK	X-ray diffraction	1.7	P00763	230	246.0	93.4959349593496	['E']
351	3TGK	X-ray diffraction	1.7	P00974	65	100.0	65.0	['I']
352	1F5R	X-ray diffraction	1.65	P00763	230	246.0	93.4959349593496	['A']
353	1F5R	X-ray diffraction	1.65	P00974	65	100.0	65.0	['I']
354	3BTD	X-ray diffraction	1.9	P00760	223	246.0	90.65040650406505	['E']
355	3BTD	X-ray diffraction	1.9	P00974	58	100.0	57.99999999999999	['I']
356	3BTE	X-ray diffraction	1.85	P00760	223	246.0	90.65040650406505	['E']
357	3BTE	X-ray diffraction	1.85	P00974	58	100.0	57.99999999999999	['I']
358	3BTF	X-ray diffraction	1.8	P00760	223	246.0	90.65040650406505	['E']
359	3BTF	X-ray diffraction	1.8	P00974	58	100.0	57.99999999999999	['I']
360	3BTG	X-ray diffraction	1.9	P00760	223	246.0	90.65040650406505	['E']
361	3BTG	X-ray diffraction	1.9	P00974	58	100.0	57.99999999999999	['I']
362	3BTH	X-ray diffraction	1.75	P00760	223	246.0	90.65040650406505	['E']
363	3BTH	X-ray diffraction	1.75	P00974	58	100.0	57.99999999999999	['I']
364	3BTM	X-ray diffraction	1.8	P00760	223	246.0	90.65040650406505	['E']
365	3BTM	X-ray diffraction	1.8	P00974	58	100.0	57.99999999999999	['I']
366	3BTQ	X-ray diffraction	1.9	P00760	223	246.0	90.65040650406505	['E']
367	3BTQ	X-ray diffraction	1.9	P00974	58	100.0	57.99999999999999	['I']
368	3BTW	X-ray diffraction	2.05	P00760	223	246.0	90.65040650406505	['E']
369	3BTW	X-ray diffraction	2.05	P00974	58	100.0	57.99999999999999	['I']
370	1A4Y	X-ray diffraction	2.0	P13489	460	461.0	99.78308026030368	['A', 'D']
371	1A4Y	X-ray diffraction	2.0	P03950	123	147.0	83.6734693877551	['B', 'E']
372	1Z7X	X-ray diffraction	1.95	P13489	461	461.0	100.0	['W', 'Y']
373	1Z7X	X-ray diffraction	1.95	P07998	128	156.0	82.05128205128204	['X', 'Z']
374	1A22	X-ray diffraction	2.6	P01241	191	217.0	88.0184331797235	['A']
375	1A22	X-ray diffraction	2.6	P10912	238	638.0	37.30407523510972	['B']
376	1BP3	X-ray diffraction	2.9	P01241	191	217.0	88.0184331797235	['A']
377	1BP3	X-ray diffraction	2.9	P16471	211	622.0	33.92282958199357	['B']
378	3MZG	X-ray diffraction	2.1	P01236	185	227.0	81.4977973568282	['A']
379	3MZG	X-ray diffraction	2.1	P16471	210	622.0	33.762057877813504	['B']
380	3N06	X-ray diffraction	2.0	P01236	185	227.0	81.4977973568282	['A']
381	3N06	X-ray diffraction	2.0	P16471	210	622.0	33.762057877813504	['B']
382	3N0P	X-ray diffraction	2.1	P01236	185	227.0	81.4977973568282	['A']
383	3N0P	X-ray diffraction	2.1	P16471	210	622.0	33.762057877813504	['B']
384	3NCB	X-ray diffraction	2.1	P01236	185	227.0	81.4977973568282	['A']
385	3NCB	X-ray diffraction	2.1	P16471	210	622.0	33.762057877813504	['B']
386	3NCC	X-ray diffraction	2.5	P01236	185	227.0	81.4977973568282	['A']
387	3NCC	X-ray diffraction	2.5	P16471	210	622.0	33.762057877813504	['B']
388	1F47	X-ray diffraction	1.95	P0A9A6	17	383.0	4.43864229765013	['A']
389	1F47	X-ray diffraction	1.95	P77173	144	328.0	43.90243902439025	['B']
390	1FCC	X-ray diffraction	3.2	P01857	206	399.0	51.62907268170426	['A', 'B']
391	1FCC	X-ray diffraction	3.2	P19909	56	593.0	9.443507588532883	['C', 'D']
392	1GC1	X-ray diffraction	2.5	P01730	185	458.0	40.39301310043668	['C']
393	1GC1	X-ray diffraction	2.5	P04578	163	856.0	19.04205607476636	['G', 'G', 'G']
394	1DAN	X-ray diffraction	2.0	P08709	254	466.0	54.506437768240346	['H', 'L']
395	1DAN	X-ray diffraction	2.0	P13726	121	295.0	41.01694915254237	['T', 'U']
396	3HFM	X-ray diffraction	3.0	P01837	107	107.0	100.0	['L']
397	3HFM	X-ray diffraction	3.0	P00698	129	147.0	87.75510204081633	['Y']
398	1HE8	X-ray diffraction	3.0	P48736	959	1102.0	87.02359346642469	['A']
399	1HE8	X-ray diffraction	3.0	P01112	166	189.0	87.83068783068782	['B']
400	1MAH	X-ray diffraction	3.2	P21836	543	614.0	88.43648208469055	['A']
401	1MAH	X-ray diffraction	3.2	P0C1Z0	61	61.0	100.0	['F']
402	1H9D	X-ray diffraction	2.6	Q01196	134	453.0	29.58057395143488	['A', 'C']
403	1H9D	X-ray diffraction	2.6	Q13951	134	182.0	73.62637362637363	['B', 'D']
404	1GRN	X-ray diffraction	2.1	P60953	191	191.0	100.0	['A']
405	1GRN	X-ray diffraction	2.1	Q07960	203	439.0	46.24145785876993	['B']
406	1GL1	X-ray diffraction	2.1	P00766	245	245.0	100.0	['A', 'B', 'C']
407	1GL1	X-ray diffraction	2.1	P80060	36	92.0	39.130434782608695	['I', 'J', 'K']
408	1GL0	X-ray diffraction	3.0	P00766	245	245.0	100.0	['E']
409	1GL0	X-ray diffraction	3.0	P80060	35	92.0	38.04347826086957	['I']
410	1FFW	X-ray diffraction	2.7	P0AE67	128	129.0	99.2248062015504	['A', 'C']
411	1FFW	X-ray diffraction	2.7	P07363	134	654.0	20.489296636085623	['B', 'D']
412	1P6A	X-ray diffraction	2.9	P36711	185	587.0	31.51618398637138	['A']
413	1P6A	X-ray diffraction	2.9	P78310	123	365.0	33.6986301369863	['B']
414	1KAC	X-ray diffraction	2.6	P36711	185	587.0	31.51618398637138	['A']
415	1KAC	X-ray diffraction	2.6	P78310	124	365.0	33.97260273972603	['B']
416	2J1K	X-ray diffraction	2.3	P78310	128	365.0	35.06849315068493	['A', 'B', 'G', 'J', 'K', 'O', 'P', 'T', 'V', 'X', 'Y', 'Z']
417	2J1K	X-ray diffraction	2.3	Q65914	186	542.0	34.31734317343174	['C', 'D', 'E', 'F', 'H', 'I', 'L', 'M', 'N', 'Q', 'R', 'S']
418	2NU4	X-ray diffraction	1.75	P00777	185	299.0	61.87290969899666	['E']
419	2NU4	X-ray diffraction	1.75	P68390	51	185.0	27.56756756756757	['I']
420	1P69	X-ray diffraction	3.1	P36711	185	587.0	31.51618398637138	['A']
421	1P69	X-ray diffraction	3.1	P78310	123	365.0	33.6986301369863	['B']
422	1CT4	X-ray diffraction	1.6	P00777	185	299.0	61.87290969899666	['E']
423	1CT4	X-ray diffraction	1.6	P68390	51	185.0	27.56756756756757	['I']
424	1CT0	X-ray diffraction	1.8	P00777	185	299.0	61.87290969899666	['E']
425	1CT0	X-ray diffraction	1.8	P68390	51	185.0	27.56756756756757	['I']
426	1CSO	X-ray diffraction	1.9	P00777	185	299.0	61.87290969899666	['E']
427	1CSO	X-ray diffraction	1.9	P68390	51	185.0	27.56756756756757	['I']
428	2SGP	X-ray diffraction	1.8	P00777	185	299.0	61.87290969899666	['E']
429	2SGP	X-ray diffraction	1.8	P68390	51	185.0	27.56756756756757	['I']
430	3BTT	X-ray diffraction	1.9	P00760	223	246.0	90.65040650406505	['E']
431	3BTT	X-ray diffraction	1.9	P00974	58	100.0	57.99999999999999	['I']
432	1SGQ	X-ray diffraction	1.9	P00777	185	299.0	61.87290969899666	['E']
433	1SGQ	X-ray diffraction	1.9	P68390	51	185.0	27.56756756756757	['I']
434	1SGE	X-ray diffraction	1.8	P00777	185	299.0	61.87290969899666	['E']
435	1SGE	X-ray diffraction	1.8	P68390	51	185.0	27.56756756756757	['I']
436	1SGN	X-ray diffraction	1.8	P00777	185	299.0	61.87290969899666	['E']
437	1SGN	X-ray diffraction	1.8	P68390	51	185.0	27.56756756756757	['I']
438	3QFJ	X-ray diffraction	2.29	P04439	275	365.0	75.34246575342466	['A']
439	3QFJ	X-ray diffraction	2.29	P61769	99	119.0	83.19327731092437	['B']
440	1FSS	X-ray diffraction	3.0	P04058	537	586.0	91.6382252559727	['A']
441	1FSS	X-ray diffraction	3.0	P0C1Z0	61	61.0	100.0	['B']
442	5F4E	X-ray diffraction	2.4	Q8IYV9	233	350.0	66.57142857142857	['A']
443	5F4E	X-ray diffraction	2.4	A6ND01	209	250.0	83.6	['B']
444	4G2V	X-ray diffraction	2.4	Q8VDU0	336	679.0	49.48453608247423	['A']
445	4G2V	X-ray diffraction	2.4	Q5SYB0	38	1578.0	2.4081115335868186	['B']
446	3SF4	X-ray diffraction	2.6	P81274	402	684.0	58.77192982456141	['A', 'B', 'C']
447	3SF4	X-ray diffraction	2.6	Q1MX18	47	579.0	8.117443868739207	['D', 'E', 'F']
448	4WND	X-ray diffraction	1.5	P81274	402	684.0	58.77192982456141	['A']
449	4WND	X-ray diffraction	1.5	Q14CM0	48	1322.0	3.630862329803328	['B']
450	2SGQ	X-ray diffraction	1.8	P00777	185	299.0	61.87290969899666	['E']
451	2SGQ	X-ray diffraction	1.8	P68390	51	185.0	27.56756756756757	['I']
452	1CT2	X-ray diffraction	1.65	P00777	185	299.0	61.87290969899666	['E']
453	1CT2	X-ray diffraction	1.65	P68390	51	185.0	27.56756756756757	['I']
454	1SGD	X-ray diffraction	1.8	P00777	185	299.0	61.87290969899666	['E']
455	1SGD	X-ray diffraction	1.8	P68390	51	185.0	27.56756756756757	['I']
456	1SGP	X-ray diffraction	1.4	P00777	185	299.0	61.87290969899666	['E']
457	1SGP	X-ray diffraction	1.4	P68390	51	185.0	27.56756756756757	['I']
458	2NU1	X-ray diffraction	1.8	P00777	185	299.0	61.87290969899666	['E']
459	2NU1	X-ray diffraction	1.8	P68436	51	56.0	91.07142857142856	['I']
460	1SGY	X-ray diffraction	1.8	P00777	185	299.0	61.87290969899666	['E']
461	1SGY	X-ray diffraction	1.8	P68390	51	185.0	27.56756756756757	['I']
462	2NU0	X-ray diffraction	1.95	P00777	185	299.0	61.87290969899666	['E']
463	2NU0	X-ray diffraction	1.95	P68436	51	56.0	91.07142857142856	['I']
464	4P5T	X-ray diffraction	3.263	P14434	182	256.0	71.09375	['C', 'G']
465	4P5T	X-ray diffraction	3.263	P14483	195	265.0	73.58490566037736	['D', 'H']
466	4P23	X-ray diffraction	2.25	P14434	179	256.0	69.921875	['C']
467	4P23	X-ray diffraction	2.25	P14483	189	265.0	71.32075471698113	['D', 'D']
468	3C60	X-ray diffraction	3.05	P14434	182	256.0	71.09375	['C', 'G']
469	3C60	X-ray diffraction	3.05	P14483	189	265.0	71.32075471698113	['D', 'H']
470	2C5D	X-ray diffraction	3.3	Q14393	418	678.0	61.6519174041298	['A', 'B']
471	2C5D	X-ray diffraction	3.3	P30530	195	894.0	21.812080536912752	['C', 'D']
472	4X4M	X-ray diffraction	3.485	P01857	217	399.0	54.38596491228071	['A', 'B', 'C', 'D']
473	4X4M	X-ray diffraction	3.485	P12314	269	374.0	71.92513368983957	['E', 'F']
474	4RA0	X-ray diffraction	3.07	Q14393	401	678.0	59.14454277286135	['A', 'B']
475	4RA0	X-ray diffraction	3.07	P30530	195	894.0	21.812080536912752	['C', 'D']
476	4Y61	X-ray diffraction	3.358	Q64487	391	1912.0	20.44979079497908	['A']
477	4Y61	X-ray diffraction	3.358	Q810C0	266	846.0	31.44208037825059	['B']
478	1QSE	X-ray diffraction	2.8	P04439	274	365.0	75.06849315068493	['A']
479	1QSE	X-ray diffraction	2.8	P61769	100	119.0	84.03361344537815	['B']
480	3BX1	X-ray diffraction	1.85	P29600	269	269.0	100.0	['A', 'B']
481	3BX1	X-ray diffraction	1.85	P07596	181	203.0	89.16256157635468	['C', 'D']
482	2OI9	X-ray diffraction	2.35	P01897	179	362.0	49.447513812154696	['A']
483	2OI9	X-ray diffraction	2.35	P01738	110	130.0	84.61538461538461	['B']
484	2OI9	X-ray diffraction	2.35	A2NTY6	110			['C']
485	1B41	X-ray diffraction	2.76	P22303	539	614.0	87.78501628664495	['A']
486	1B41	X-ray diffraction	2.76	P0C1Z0	61	61.0	100.0	['B']
487	3UIG	X-ray diffraction	2.4	O15392	142	142.0	100.0	['A', 'B']
488	3UIG	X-ray diffraction	2.4	P68431	15	136.0	11.029411764705882	['P', 'Q']
489	4MYW	X-ray diffraction	3.189	P03172	285	393.0	72.51908396946564	['A', 'C']
490	4MYW	X-ray diffraction	3.189	Q15223	306	517.0	59.18762088974855	['B', 'D']
491	3U82	X-ray diffraction	3.164	Q69091	285	394.0	72.33502538071066	['A']
492	3U82	X-ray diffraction	3.164	Q15223	306	517.0	59.18762088974855	['B']
493	4NZW	X-ray diffraction	3.583	Q9Y376	327	341.0	95.89442815249268	['A']
494	4NZW	X-ray diffraction	3.583	O00506	293	426.0	68.7793427230047	['B']
495	4NM8	X-ray diffraction	4.0041	Q91MA7	319	566.0	56.36042402826856	['A', 'B', 'C', 'D', 'E', 'F']
496	4NM8	X-ray diffraction	4.0041	S6C4S0	224			['H', 'I', 'J']
497	4NM8	X-ray diffraction	4.0041	P01834	107	107.0	100.0	['L', 'M', 'N']
498	1XGP	X-ray diffraction	2.1	P01837	107	107.0	100.0	['A']
499	1XGP	X-ray diffraction	2.1	P00698	129	147.0	87.75510204081633	['C']
500	1XGQ	X-ray diffraction	2.1	P01837	107	107.0	100.0	['A']
501	1XGQ	X-ray diffraction	2.1	P00698	129	147.0	87.75510204081633	['C']
502	1XGU	X-ray diffraction	2.1	P01837	107	107.0	100.0	['A']
503	1XGU	X-ray diffraction	2.1	P00698	129	147.0	87.75510204081633	['C']
504	3Q8D	X-ray diffraction	2.3	P0A7H3	242	242.0	100.0	['A', 'B']
505	3Q8D	X-ray diffraction	2.3	P0AGE0	9			['E', 'F']
506	2AW2	X-ray diffraction	2.8	Q7Z6A9	112	289.0	38.75432525951557	['A', 'X']
507	2AW2	X-ray diffraction	2.8	Q92956	104	283.0	36.74911660777385	['B', 'Y']
508	3KBH	X-ray diffraction	3.31	Q9BYF1	597	805.0	74.16149068322981	['A', 'B', 'C', 'D']
509	3KBH	X-ray diffraction	3.31	Q6Q1S2	136	1356.0	10.029498525073748	['E', 'F', 'G', 'H']
510	3R9A	X-ray diffraction	2.35	P21549	392	392.0	100.0	['A', 'C']
511	3R9A	X-ray diffraction	2.35	P50542	325	639.0	50.86071987480438	['B', 'D']
512	4FZA	X-ray diffraction	3.15	Q9Y376	324	341.0	95.01466275659824	['A']
513	4FZA	X-ray diffraction	3.15	Q9P289	280	416.0	67.3076923076923	['B']
514	3B4V	X-ray diffraction	2.48	P08476	116	426.0	27.230046948356808	['A', 'B', 'E', 'F']
515	3B4V	X-ray diffraction	2.48	O95633	237	263.0	90.11406844106465	['C', 'D', 'G', 'H']
516	2B0U	X-ray diffraction	2.8	P08476	116	426.0	27.230046948356808	['A', 'B']
517	2B0U	X-ray diffraction	2.8	P19883	288	344.0	83.72093023255815	['C', 'D']
518	3HH2	X-ray diffraction	2.15	O08689	109	376.0	28.98936170212766	['A', 'B']
519	3HH2	X-ray diffraction	2.15	P19883	288	344.0	83.72093023255815	['C', 'D']
520	3UII	X-ray diffraction	2.6	O15392	142	142.0	100.0	['A', 'B']
521	3UII	X-ray diffraction	2.6	P68431	10	136.0	7.352941176470589	['P', 'Q']
522	3LB6	X-ray diffraction	3.05	P35225	132	146.0	90.41095890410958	['A', 'B']
523	3LB6	X-ray diffraction	3.05	Q14627	380	380.0	100.0	['C', 'D']
524	3RF3	X-ray diffraction	1.61	P18206	258	1134.0	22.75132275132275	['A', 'B']
525	3RF3	X-ray diffraction	1.61	P18010	25	633.0	3.949447077409163	['C', 'D']
526	4O27	X-ray diffraction	3.185	Q9Y376	323	341.0	94.72140762463344	['A']
527	4O27	X-ray diffraction	3.185	Q9Y6E0	280	443.0	63.20541760722348	['B', 'C']
528	4OFY	X-ray diffraction	3.3	B1Q236	253	730.0	34.657534246575345	['A', 'B', 'C']
529	4OFY	X-ray diffraction	3.3	Q9U3P2	411	1270.0	32.36220472440945	['D', 'E', 'F']
530	2DVW	X-ray diffraction	2.3	Q9Z2X2	231	231.0	100.0	['A']
531	2DVW	X-ray diffraction	2.3	P43686	82	418.0	19.61722488038277	['B']
532	3F1S	X-ray diffraction	2.3	Q9UK55	385	444.0	86.71171171171171	['A']
533	3F1S	X-ray diffraction	2.3	P22891	276	400.0	69.0	['B']
534	3M63	X-ray diffraction	2.4	P54860	961	961.0	100.0	['A']
535	3M63	X-ray diffraction	2.4	P48510	75	373.0	20.10723860589812	['B']
536	3M62	X-ray diffraction	2.4	P54860	961	961.0	100.0	['A']
537	3M62	X-ray diffraction	2.4	P32628	84	398.0	21.105527638190956	['B']
538	3SEK	X-ray diffraction	2.401	O08689	109	376.0	28.98936170212766	['B']
539	3SEK	X-ray diffraction	2.401	O95633	209	263.0	79.46768060836501	['C']
540	1C4Z	X-ray diffraction	2.6	Q05086	358	875.0	40.91428571428571	['A', 'B', 'C']
541	1C4Z	X-ray diffraction	2.6	P68036	154	154.0	100.0	['D']
542	3MZW	X-ray diffraction	2.9	P04626	624	1255.0	49.72111553784861	['A']
543	3MZW	X-ray diffraction	2.9	P38507	58	508.0	11.41732283464567	['B']
544	3S9D	X-ray diffraction	1.9999	P01563	165	188.0	87.7659574468085	['A', 'C']
545	3S9D	X-ray diffraction	1.9999	P48551	196	515.0	38.05825242718446	['B', 'D']
546	2B2X	X-ray diffraction	2.2	P18614	214	1180.0	18.135593220338983	['A', 'B']
547	2B2X	X-ray diffraction	2.2	P01868	102	324.0	31.48148148148148	['H', 'I']
548	4LRX	X-ray diffraction	3.25	P76015	356	356.0	100.0	['A', 'B']
549	4LRX	X-ray diffraction	3.25	P76016	318	639.0	49.76525821596244	['C', 'D']
550	4JEU	X-ray diffraction	3.2	P61765	590	594.0	99.32659932659934	['A']
551	4JEU	X-ray diffraction	3.2	P32851	242	288.0	84.02777777777779	['B']
552	4J2L	X-ray diffraction	3.15	P54253	127	815.0	15.58282208588957	['A', 'B']
553	4J2L	X-ray diffraction	3.15	Q96RK0	26	2517.0	1.0329757647993645	['C', 'D']
554	4HSA	X-ray diffraction	3.15	Q16552	122	155.0	78.70967741935485	['A', 'B', 'D', 'E']
555	4HSA	X-ray diffraction	3.15	Q96F46	286	866.0	33.02540415704388	['C', 'F']
556	4GNK	X-ray diffraction	4.0	P21279	353	359.0	98.32869080779945	['A', 'C']
557	4GNK	X-ray diffraction	4.0	Q01970	1225	1234.0	99.2706645056726	['B', 'D', 'E']
558	4EKD	X-ray diffraction	2.71	P21279	342	359.0	95.26462395543176	['A']
559	4EKD	X-ray diffraction	2.71	P41220	132	211.0	62.55924170616114	['B']
560	1E50	X-ray diffraction	2.6	Q01196	134	453.0	29.58057395143488	['A', 'C', 'E', 'G', 'Q', 'R']
561	1E50	X-ray diffraction	2.6	Q13951	134	182.0	73.62637362637363	['B', 'D', 'F', 'H']
562	4BFI	X-ray diffraction	3.22	Q9ES57	203	326.0	62.26993865030674	['A']
563	4BFI	X-ray diffraction	3.22	O54901	202	278.0	72.66187050359713	['B']
564	1WQJ	X-ray diffraction	1.6	P22692	80	258.0	31.00775193798449	['B']
565	1WQJ	X-ray diffraction	1.6	P05019	70	195.0	35.8974358974359	['I']
566	4E6K	X-ray diffraction	2.0	Q9HY79	158	158.0	100.0	['A', 'B', 'C', 'D', 'E', 'F']
567	4E6K	X-ray diffraction	2.0	Q9HY80	73	73.0	100.0	['G', 'H', 'I']
568	1KNE	X-ray diffraction	2.4	P05205	60	206.0	29.126213592233007	['A']
569	1KNE	X-ray diffraction	2.4	P02299	16	136.0	11.76470588235294	['P']
570	2KSO	Solution NMR		P29317	65	976.0	6.659836065573771	['A']
571	2KSO	Solution NMR		O15357	59	1258.0	4.689984101748808	['B']
572	1KBH	Solution NMR		Q9Y6Q9	47	1424.0	3.300561797752809	['A']
573	1KBH	Solution NMR		P45481	59	2441.0	2.417042195821385	['B']
574	4L0P	X-ray diffraction	2.26	P29320	173	983.0	17.59918616480163	['A']
575	4L0P	X-ray diffraction	2.26	P52803	140	228.0	61.40350877192983	['B']
576	5TAR	X-ray diffraction	1.9	P01116	184	189.0	97.35449735449735	['A']
577	5TAR	X-ray diffraction	1.9	O43924	148	150.0	98.66666666666669	['B']
578	3EG5	X-ray diffraction	2.7	P60766	178	191.0	93.19371727748693	['A', 'C']
579	3EG5	X-ray diffraction	2.7	O08808	383	1255.0	30.51792828685259	['B', 'D']
580	1YCS	X-ray diffraction	2.2	P04637	199	393.0	50.63613231552163	['A']
581	1YCS	X-ray diffraction	2.2	Q13625	203	1128.0	17.99645390070922	['B', 'B']
582	1C1Y	X-ray diffraction	1.9	P62834	167	184.0	90.7608695652174	['A']
583	1C1Y	X-ray diffraction	1.9	P04049	77	648.0	11.882716049382717	['B']
584	3KUD	X-ray diffraction	2.15	P01112	166	189.0	87.83068783068782	['A']
585	3KUD	X-ray diffraction	2.15	P04049	81	648.0	12.5	['B']
586	1K8R	X-ray diffraction	3.0	P01112	166	189.0	87.83068783068782	['A']
587	1K8R	X-ray diffraction	3.0	P28829	110	659.0	16.69195751138088	['B']
588	1BRS	X-ray diffraction	2.0	P00648	110	157.0	70.06369426751591	['A', 'B', 'C']
589	1BRS	X-ray diffraction	2.0	P11540	89	90.0	98.88888888888889	['D', 'E', 'F']
590	1IAR	X-ray diffraction	2.3	P05112	129	153.0	84.31372549019608	['A']
591	1IAR	X-ray diffraction	2.3	P24394	207	825.0	25.09090909090909	['B']
592	2SIC	X-ray diffraction	1.8	P00782	275	382.0	71.98952879581152	['E']
593	2SIC	X-ray diffraction	1.8	P01006	107	144.0	74.30555555555556	['I']
594	1Y1K	X-ray diffraction	1.56	P00782	275	382.0	71.98952879581152	['E']
595	1Y1K	X-ray diffraction	1.56	Q40059	64			['I']
596	1Y33	X-ray diffraction	1.8	P00782	275	382.0	71.98952879581152	['E']
597	1Y33	X-ray diffraction	1.8	Q40059	64			['I']
598	1Y34	X-ray diffraction	1.55	P00782	275	382.0	71.98952879581152	['E']
599	1Y34	X-ray diffraction	1.55	Q40059	64			['I']
600	1Y3B	X-ray diffraction	1.8	P00782	275	382.0	71.98952879581152	['E']
601	1Y3B	X-ray diffraction	1.8	Q40059	64			['I']
602	1Y3C	X-ray diffraction	1.69	P00782	275	382.0	71.98952879581152	['E']
603	1Y3C	X-ray diffraction	1.69	Q40059	64			['I']
604	1Y48	X-ray diffraction	1.84	P00782	275	382.0	71.98952879581152	['E']
605	1Y48	X-ray diffraction	1.84	Q40059	64			['I']
606	1Y3D	X-ray diffraction	1.8	P00782	275	382.0	71.98952879581152	['E']
607	1Y3D	X-ray diffraction	1.8	Q40059	64			['I']
608	1TM4	X-ray diffraction	1.7	P00782	275	382.0	71.98952879581152	['E']
609	1TM4	X-ray diffraction	1.7	Q40059	64			['I']
610	1TM5	X-ray diffraction	1.45	P00782	275	382.0	71.98952879581152	['E']
611	1TM5	X-ray diffraction	1.45	Q40059	64			['I']
612	1TM3	X-ray diffraction	1.57	P00782	275	382.0	71.98952879581152	['E']
613	1TM3	X-ray diffraction	1.57	Q40059	64			['I']
614	1TM7	X-ray diffraction	1.59	P00782	275	382.0	71.98952879581152	['E']
615	1TM7	X-ray diffraction	1.59	Q40059	64			['I']
616	1TMG	X-ray diffraction	1.67	P00782	275	382.0	71.98952879581152	['E']
617	1TMG	X-ray diffraction	1.67	Q40059	64			['I']
618	1TO1	X-ray diffraction	1.68	P00782	275	382.0	71.98952879581152	['E']
619	1TO1	X-ray diffraction	1.68	Q40059	64			['I']
620	3EQS	X-ray diffraction	1.65	Q00987	85	491.0	17.311608961303463	['A']
621	3LNZ	X-ray diffraction	1.95	Q00987	85	491.0	17.311608961303463	['A', 'C', 'E', 'G', 'I', 'K', 'M', 'O']
622	3EQY	X-ray diffraction	1.63	O15151	85	490.0	17.346938775510203	['A', 'B']
623	5K39	X-ray diffraction	1.98	Q06853	160	688.0	23.25581395348837	['A']
624	5K39	X-ray diffraction	1.98	A3DGE8	164			['B']
625	5XCO	X-ray diffraction	1.25	P01116	169	189.0	89.41798941798942	['A']
626	5UFE	X-ray diffraction	2.302	P01116	166	189.0	87.83068783068782	['A']
627	5UFQ	X-ray diffraction	2.199	P01116	166	189.0	87.83068783068782	['A', 'B']
628	3W2D	X-ray diffraction	3.1	P01552	239	266.0	89.84962406015038	['A']
629	4KRL	X-ray diffraction	2.849	P00533	204	1210.0	16.859504132231404	['A']
630	4KRO	X-ray diffraction	3.054	P00533	618	1210.0	51.074380165289256	['A']
631	4KRP	X-ray diffraction	2.823	P00533	613	1210.0	50.66115702479339	['A', 'A']
632	2NYY	X-ray diffraction	2.61	P0DPI1	1295	1296.0	99.92283950617283	['A']
633	2NZ9	X-ray diffraction	3.79	P0DPI1	1295	1296.0	99.92283950617283	['A', 'B']
634	2BDN	X-ray diffraction	2.53	P13500	76	99.0	76.76767676767676	['A']
635	1JTD	X-ray diffraction	2.3	P62593	263	286.0	91.95804195804196	['A']
